id,label,prediction,statement
20462,0,0,"Says Marjorie Taylor Greene tweeted: ""People can't really be convicted on such flimsy circumstantial evidence as 'having a similar gait' or 'owning the identical shoes' or 'being in DC and not having any alibi for that time' can they?! I don't recognize this America."
6131,1,1,"Says that as Massachusetts governor, Mitt Romney ""condemned coal-fired plants, saying they kill people."
21762,0,0,"Sen. Mark Kelly ""voted to legalize abortion up until the moment of birth."
2362,1,1,Exit polls indicate that Democrats get over 70 percent of LGBT votes in federal elections.
16123,0,0,Says the lines on the signature Solo cup are actually markings to designate various measurements.
5134,0,0,(President Barack Obama) said unemployment was never gonna go over 8 percent if we passed the stimulus plan.
14717,1,0,"Under Philip Levine, Miami Beach ""passed a resolution to ban assault rifles, which was not enforceable and never enforced. He passed a resolution to raise the minimum wage, which actually no one got the benefit of because it was not enforced."
6697,0,0,"Says Gov. Scott Walker has ""led people to believe that if Wisconsin doesn't implement a (health-care) exchange, Obamacare doesn't happen here."
15952,0,1,"In almost every state with an income tax, wealthy people pay a higher tax rate than the middle class."
7881,1,0,"This year, the federal government will have more revenue than any year in the history of our country."
20646,0,0,"Pathogens evolve to become less, not more, virulent over time"" because otherwise, ""they'd destroy their hosts which they depend on to live."
22712,0,0,"In Ohio, ""there are 75,000 acres of farmland, fertile farmland, that are all now being poured down with acid rain."
19088,0,0,"A CNN chyron said, ""Antifa has just taken responsibility for storming Capital Hill."
21295,0,0,"Vladimir Putin ""ended the Rothschild's control over Russia by nationalizing the Russian centralized bank."
10799,1,1,More preschoolers are shot dead each year than police officers are in the line of duty.
11201,0,0,"Donald Trump and Hillary Clinton and Bernie Sanders have the identical position on health care, which is they want to put the government in charge of you and your doctor."
13491,0,0,Says Barack Obama complained that Democrats continue to ignore blacks except at election time.
8813,0,0,"Human activity is not ""causing these dramatic changes to our climate."
21486,1,1,"90% of Americans, regardless of political party, want universal background checks."
2959,1,0,Says Jeff Stone = Scott Walker.
9787,1,0,Surveys of teens in high school reveal that knowing a classmate who sells cannabis is 90 times more common than knowing a classmate who sells alcohol.
13949,0,0,"Says the diversity visa lottery program is ""a Chuck Schumer beauty."
6996,1,0,"If the sequester hits, ""hundreds of thousands of Americans will lose access to primary care and preventive care like flu vaccinations and cancer screenings."
16681,0,0,"Says Jeb Bush tweeted ""Ok boomer"" at Donald Trump."
13014,0,0,"Food waste is the 3rd largest contributor"" of greenhouse gas emissions."
6636,1,0,Tommy Thompson made millions from corporations who outsource American jobs and now he's trying to lavish huge tax breaks on them.
8400,1,1,Six of Georgia's counties have no lawyers at all.
3790,1,0,Almost 10 percent of Canadians came to visit Florida last year ... (Canadians) buy 7.4 percent of our homes in the state.
18559,0,0,The Rock has lost 48 million followers on his IG and YouTube after coming out for Biden.
655,1,1,Gov. Palin ... is somebody who actually doesn't believe that climate change is man-made.
19055,0,0,"Says Mayor Muriel Bowser ""ordered all hotels, restaurants, grocery stores, gas stations, and convenience stores to close Jan. 4, 5 and 6 to discourage Trump supporters from gathering in D.C."
22792,1,0,"As a sitting Supreme Court justice, Daniel Kelly recused himself from a case, then ""he pocketed $20,000 in contributions"" from the plaintiff and family members and ""unrecused himself so he could judge the case."
45,1,0,Sen. Obama worked on some of the deepest issues we had and was successful in a bipartisan way.
17667,0,0,"$100B contact tracing bill ""is about controlling/tracking population, not about coronavirus."
2724,1,1,"Historically,"" Senate ratification of arms control treaties ""has been bipartisan."
10300,1,1,"Says he was known as ""Veto Corleone"" for cutting spending as Florida governor."
9796,1,0,Texas families have kept more than $10 billion in their family budgets since we successfully fought to restore Texas' sales tax deduction a decade ago.
18628,0,0,"According to a recent CDC report, ""almost everyone — 85% — who got the coronavirus in July was wearing a mask, and they were infected anyway. So clearly (wearing a mask) doesn't work the way they tell us it works."
16369,0,0,Says the late Lady Bird Johnson sicced the CIA on actress and singer Eartha Kitt after Kitt spoke out against the Vietnam War during a White House luncheon in January 1968.
36,1,1,Senator McCain voted against the Bush tax cuts. Now he's for them.
1683,0,0,"Steve Poizner ""increased his department's budget nearly 14 percent."
11972,0,0,"Says he ""voted to remove Common Core from our schools."
10016,1,0,You had more women getting computer sciences degrees in the '80s by a factor of 2-plus than you do now.
18409,0,1,"When President Donald Trump walked across Lafayette Square to a church, he held the Bible upside down."
14347,0,0,"President Donald ""Trump's latest set of sanctions against companies and countries benefiting North Korea includes every nation but one making shipments to (North Korea). The one nation Trump exempted from his punitive ban was . . . wait for it . . . drumroll: Russia."
10452,0,0,Hundreds of thousands of (illegal immigrants are) going to state and federal penitentiaries.
10192,0,0,Medicaid patients were 97 percent more likely to die than those with private insurance.
11949,0,0,"Says Ron Johnson justifies his support of trade agreements by saying the U.S. has the Trade Adjustment Assistance program for displaced workers, but then he ""voted to eliminate it."
4491,0,0,Gov. Scott Walker's plan to freeze pay for state employees includes a 5.4 percent raise for himself.
17081,1,0,"Trump just cut the scheduled federal pay raise, stating that he can't do it now because of 'serious economic conditions' in America."
17319,0,0,"Says Oprah Winfrey's house ""has been seized and they are excavating the property and digging up the tunnels!"
19494,1,1,"There's still (only) a handful of school districts"" doing no in-person instruction."
17807,0,0,The 9/11 Memorial in NYC was just defaced with graffiti.
11094,0,0,The Democrats in the Senate last year introduced a constitutional amendment to repeal the free speech protections of the First Amendment.
14358,1,0,We are last in the nation in startups — 50th.
5174,0,0,"While fighting a move to toughen penalties for workplace gender discrimination, state Sen. Glenn Grothman said ""he didn't believe women belonged in the workplace"" but belonged ""at home, cooking and cleaning and having babies."
258,1,0,"Says Time magazine called him ""one of America's best governors."
7862,1,1,"In 2010, the non-partisan Government Accountability Office found that only 6.5 percent of the U.S.-Mexico border was under full control of the Border Patrol."
18155,0,0,Herd immunity has been reached.
21251,0,0,Christine Blasey Ford and Brett Kavanaugh were actors wearing masks during Kavanaugh's U.S. Supreme Court confirmation hearing.
2491,1,0,"Tom Ganley has ""two F's from the Better Business Bureau"" and ""over 160 complaints in just three years."
20342,1,1,"We became a net exporter of natural gas in 2017, and until recently, our exports have exceeded our imports."
4546,0,0,We spend half a trillion dollars a year in tax preparation.
10869,1,1,"Says Marco Rubio opposes abortion ""even in the case of rape and incest."
21976,0,0,"Mark Kelly voted against the Keystone pipeline, which caused higher gas prices."
18405,0,0,CBS stole a photo from Latinos for Trump in Phoenix and tagged it as a Biden event.
7393,0,0,"Says the word ""Dhimmitude"" is on page 107 of the health care law and means ""Muslims are specifically exempted from the government mandate to purchase insurance."
22568,0,0,"President Joe Biden signed an executive order ""making health insurance free for qualifying Americans."
4652,1,1,"Georgia is one of seven states to lose jobs in 2011 and has lost 8,200 jobs so far."
9429,1,0,"Says Scott Walker cut ""taxes for the wealthiest"" and raised taxes ""on 140,000 Wisconsin families."
2450,1,0,Sharron Angle voted to protect sex offenders.
2822,1,0,"The Milwaukee business community ""did not speak about the facts"" -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed."
6028,0,0,Says his plan to end the toll on Ga. 400 fulfills his campaign promise to commuters.
15468,0,0,"There aren't enough ballots in question to change the outcome"" of the Harris vs. McCready race in NC Congressional District 9."
6213,0,0,"Says Chris Christie was the ""first governor in America to endorse"" Mitt Romney."
20443,0,0,The White House referred to Christmas trees as Holiday Trees for the first time this year.
